Sample in Buffer,Sample in Window,TRIGGER,ram_wr_en,ram_wr_we,ram_rd_en,rd_flag,ram_wr_addr[5:0],ram_wr_data[7:0],ram_rd_addr[5:0],ram_rd_data[7:0]
607,607,0,1,1,1,1,62,62,30,29
608,608,0,1,1,1,1,63,63,31,30
609,609,0,1,1,1,1,0,0,32,31
610,610,0,1,1,1,1,1,1,33,32
611,611,0,1,1,1,1,2,2,34,33
612,612,0,1,1,1,1,3,3,35,34
613,613,0,1,1,1,1,4,4,36,35
614,614,0,1,1,1,1,5,5,37,36
615,615,0,1,1,1,1,6,6,38,37
616,616,0,1,1,1,1,7,7,39,38
617,617,0,1,1,1,1,8,8,40,39
618,618,0,1,1,1,1,9,9,41,40
619,619,0,1,1,1,1,10,10,42,41
620,620,0,1,1,1,1,11,11,43,42
621,621,0,1,1,1,1,12,12,44,43
622,622,0,1,1,1,1,13,13,45,44
623,623,0,1,1,1,1,14,14,46,45
624,624,0,1,1,1,1,15,15,47,46
625,625,0,1,1,1,1,16,16,48,47
626,626,0,1,1,1,1,17,17,49,48
627,627,0,1,1,1,1,18,18,50,49
628,628,0,1,1,1,1,19,19,51,50
629,629,0,1,1,1,1,20,20,52,51
630,630,0,1,1,1,1,21,21,53,52
631,631,0,1,1,1,1,22,22,54,53
632,632,0,1,1,1,1,23,23,55,54
633,633,0,1,1,1,1,24,24,56,55
634,634,0,1,1,1,1,25,25,57,56
635,635,0,1,1,1,1,26,26,58,57
636,636,0,1,1,1,1,27,27,59,58
637,637,0,1,1,1,1,28,28,60,59
638,638,0,1,1,1,1,29,29,61,60
639,639,0,1,1,1,1,30,30,62,61
640,640,0,1,1,1,1,31,31,63,62
641,641,0,1,1,1,1,32,32,0,63
642,642,0,1,1,1,1,33,33,1,0
643,643,0,1,1,1,1,34,34,2,1
644,644,0,1,1,1,1,35,35,3,2
645,645,0,1,1,1,1,36,36,4,3
646,646,0,1,1,1,1,37,37,5,4
647,647,0,1,1,1,1,38,38,6,5
648,648,0,1,1,1,1,39,39,7,6
649,649,0,1,1,1,1,40,40,8,7
650,650,0,1,1,1,1,41,41,9,8
651,651,0,1,1,1,1,42,42,10,9
652,652,0,1,1,1,1,43,43,11,10
653,653,0,1,1,1,1,44,44,12,11
654,654,0,1,1,1,1,45,45,13,12
655,655,0,1,1,1,1,46,46,14,13
656,656,0,1,1,1,1,47,47,15,14
657,657,0,1,1,1,1,48,48,16,15
658,658,0,1,1,1,1,49,49,17,16
659,659,0,1,1,1,1,50,50,18,17
660,660,0,1,1,1,1,51,51,19,18
661,661,0,1,1,1,1,52,52,20,19
662,662,0,1,1,1,1,53,53,21,20
663,663,0,1,1,1,1,54,54,22,21
664,664,0,1,1,1,1,55,55,23,22
665,665,0,1,1,1,1,56,56,24,23
666,666,0,1,1,1,1,57,57,25,24
667,667,0,1,1,1,1,58,58,26,25
668,668,0,1,1,1,1,59,59,27,26
669,669,0,1,1,1,1,60,60,28,27
670,670,0,1,1,1,1,61,61,29,28
671,671,0,1,1,1,1,62,62,30,29
672,672,0,1,1,1,1,63,63,31,30
673,673,0,1,1,1,1,0,0,32,31
674,674,0,1,1,1,1,1,1,33,32
675,675,0,1,1,1,1,2,2,34,33
676,676,0,1,1,1,1,3,3,35,34
677,677,0,1,1,1,1,4,4,36,35
678,678,0,1,1,1,1,5,5,37,36
679,679,0,1,1,1,1,6,6,38,37
680,680,0,1,1,1,1,7,7,39,38
681,681,0,1,1,1,1,8,8,40,39
682,682,0,1,1,1,1,9,9,41,40
683,683,0,1,1,1,1,10,10,42,41
684,684,0,1,1,1,1,11,11,43,42
685,685,0,1,1,1,1,12,12,44,43
686,686,0,1,1,1,1,13,13,45,44
687,687,0,1,1,1,1,14,14,46,45
688,688,0,1,1,1,1,15,15,47,46
689,689,0,1,1,1,1,16,16,48,47
690,690,0,1,1,1,1,17,17,49,48
691,691,0,1,1,1,1,18,18,50,49
692,692,0,1,1,1,1,19,19,51,50
693,693,0,1,1,1,1,20,20,52,51
694,694,0,1,1,1,1,21,21,53,52
695,695,0,1,1,1,1,22,22,54,53
696,696,0,1,1,1,1,23,23,55,54
697,697,0,1,1,1,1,24,24,56,55
698,698,0,1,1,1,1,25,25,57,56
699,699,0,1,1,1,1,26,26,58,57
700,700,0,1,1,1,1,27,27,59,58
701,701,0,1,1,1,1,28,28,60,59
702,702,0,1,1,1,1,29,29,61,60
703,703,0,1,1,1,1,30,30,62,61
704,704,0,1,1,1,1,31,31,63,62
705,705,0,1,1,1,1,32,32,0,63
706,706,0,1,1,1,1,33,33,1,0
707,707,0,1,1,1,1,34,34,2,1
708,708,0,1,1,1,1,35,35,3,2
709,709,0,1,1,1,1,36,36,4,3
710,710,0,1,1,1,1,37,37,5,4
711,711,0,1,1,1,1,38,38,6,5
712,712,0,1,1,1,1,39,39,7,6
713,713,0,1,1,1,1,40,40,8,7
714,714,0,1,1,1,1,41,41,9,8
715,715,0,1,1,1,1,42,42,10,9
716,716,0,1,1,1,1,43,43,11,10
717,717,0,1,1,1,1,44,44,12,11
718,718,0,1,1,1,1,45,45,13,12
719,719,0,1,1,1,1,46,46,14,13
720,720,0,1,1,1,1,47,47,15,14
721,721,0,1,1,1,1,48,48,16,15
722,722,0,1,1,1,1,49,49,17,16
723,723,0,1,1,1,1,50,50,18,17
724,724,0,1,1,1,1,51,51,19,18
725,725,0,1,1,1,1,52,52,20,19
726,726,0,1,1,1,1,53,53,21,20
727,727,0,1,1,1,1,54,54,22,21
728,728,0,1,1,1,1,55,55,23,22
729,729,0,1,1,1,1,56,56,24,23
730,730,0,1,1,1,1,57,57,25,24
731,731,0,1,1,1,1,58,58,26,25
732,732,0,1,1,1,1,59,59,27,26
733,733,0,1,1,1,1,60,60,28,27
734,734,0,1,1,1,1,61,61,29,28
735,735,0,1,1,1,1,62,62,30,29
736,736,0,1,1,1,1,63,63,31,30
737,737,0,1,1,1,1,0,0,32,31
738,738,0,1,1,1,1,1,1,33,32
739,739,0,1,1,1,1,2,2,34,33
740,740,0,1,1,1,1,3,3,35,34
741,741,0,1,1,1,1,4,4,36,35
742,742,0,1,1,1,1,5,5,37,36
743,743,0,1,1,1,1,6,6,38,37
744,744,0,1,1,1,1,7,7,39,38
745,745,0,1,1,1,1,8,8,40,39
746,746,0,1,1,1,1,9,9,41,40
747,747,0,1,1,1,1,10,10,42,41
748,748,0,1,1,1,1,11,11,43,42
749,749,0,1,1,1,1,12,12,44,43
750,750,0,1,1,1,1,13,13,45,44
751,751,0,1,1,1,1,14,14,46,45
752,752,0,1,1,1,1,15,15,47,46
753,753,0,1,1,1,1,16,16,48,47
754,754,0,1,1,1,1,17,17,49,48
755,755,0,1,1,1,1,18,18,50,49
756,756,0,1,1,1,1,19,19,51,50
757,757,0,1,1,1,1,20,20,52,51
758,758,0,1,1,1,1,21,21,53,52
759,759,0,1,1,1,1,22,22,54,53
760,760,0,1,1,1,1,23,23,55,54
761,761,0,1,1,1,1,24,24,56,55
762,762,0,1,1,1,1,25,25,57,56
763,763,0,1,1,1,1,26,26,58,57
764,764,0,1,1,1,1,27,27,59,58
765,765,0,1,1,1,1,28,28,60,59
766,766,0,1,1,1,1,29,29,61,60
767,767,0,1,1,1,1,30,30,62,61
768,768,0,1,1,1,1,31,31,63,62
769,769,0,1,1,1,1,32,32,0,63
770,770,0,1,1,1,1,33,33,1,0
771,771,0,1,1,1,1,34,34,2,1
772,772,0,1,1,1,1,35,35,3,2
773,773,0,1,1,1,1,36,36,4,3
774,774,0,1,1,1,1,37,37,5,4
775,775,0,1,1,1,1,38,38,6,5
776,776,0,1,1,1,1,39,39,7,6
777,777,0,1,1,1,1,40,40,8,7
778,778,0,1,1,1,1,41,41,9,8
779,779,0,1,1,1,1,42,42,10,9
780,780,0,1,1,1,1,43,43,11,10
781,781,0,1,1,1,1,44,44,12,11
782,782,0,1,1,1,1,45,45,13,12
783,783,0,1,1,1,1,46,46,14,13
784,784,0,1,1,1,1,47,47,15,14
785,785,0,1,1,1,1,48,48,16,15
786,786,0,1,1,1,1,49,49,17,16
787,787,0,1,1,1,1,50,50,18,17
788,788,0,1,1,1,1,51,51,19,18
789,789,0,1,1,1,1,52,52,20,19
790,790,0,1,1,1,1,53,53,21,20
791,791,0,1,1,1,1,54,54,22,21
792,792,0,1,1,1,1,55,55,23,22
793,793,0,1,1,1,1,56,56,24,23
794,794,0,1,1,1,1,57,57,25,24
795,795,0,1,1,1,1,58,58,26,25
796,796,0,1,1,1,1,59,59,27,26
797,797,0,1,1,1,1,60,60,28,27
798,798,0,1,1,1,1,61,61,29,28
799,799,0,1,1,1,1,62,62,30,29
800,800,0,1,1,1,1,63,63,31,30
801,801,0,1,1,1,1,0,0,32,31
802,802,0,1,1,1,1,1,1,33,32
803,803,0,1,1,1,1,2,2,34,33
804,804,0,1,1,1,1,3,3,35,34
805,805,0,1,1,1,1,4,4,36,35
806,806,0,1,1,1,1,5,5,37,36
807,807,0,1,1,1,1,6,6,38,37
808,808,0,1,1,1,1,7,7,39,38
809,809,0,1,1,1,1,8,8,40,39
810,810,0,1,1,1,1,9,9,41,40
811,811,0,1,1,1,1,10,10,42,41
812,812,0,1,1,1,1,11,11,43,42
813,813,0,1,1,1,1,12,12,44,43
814,814,0,1,1,1,1,13,13,45,44
815,815,0,1,1,1,1,14,14,46,45
816,816,0,1,1,1,1,15,15,47,46
817,817,0,1,1,1,1,16,16,48,47
818,818,0,1,1,1,1,17,17,49,48
819,819,0,1,1,1,1,18,18,50,49
820,820,0,1,1,1,1,19,19,51,50
821,821,0,1,1,1,1,20,20,52,51
822,822,0,1,1,1,1,21,21,53,52
823,823,0,1,1,1,1,22,22,54,53
824,824,0,1,1,1,1,23,23,55,54
825,825,0,1,1,1,1,24,24,56,55
826,826,0,1,1,1,1,25,25,57,56
827,827,0,1,1,1,1,26,26,58,57
828,828,0,1,1,1,1,27,27,59,58
829,829,0,1,1,1,1,28,28,60,59
830,830,0,1,1,1,1,29,29,61,60
831,831,0,1,1,1,1,30,30,62,61
832,832,0,1,1,1,1,31,31,63,62
833,833,0,1,1,1,1,32,32,0,63
834,834,0,1,1,1,1,33,33,1,0
835,835,0,1,1,1,1,34,34,2,1
836,836,0,1,1,1,1,35,35,3,2
837,837,0,1,1,1,1,36,36,4,3
838,838,0,1,1,1,1,37,37,5,4
839,839,0,1,1,1,1,38,38,6,5
840,840,0,1,1,1,1,39,39,7,6
841,841,0,1,1,1,1,40,40,8,7
842,842,0,1,1,1,1,41,41,9,8
843,843,0,1,1,1,1,42,42,10,9
844,844,0,1,1,1,1,43,43,11,10
845,845,0,1,1,1,1,44,44,12,11
846,846,0,1,1,1,1,45,45,13,12
847,847,0,1,1,1,1,46,46,14,13
848,848,0,1,1,1,1,47,47,15,14
849,849,0,1,1,1,1,48,48,16,15
850,850,0,1,1,1,1,49,49,17,16
851,851,0,1,1,1,1,50,50,18,17
852,852,0,1,1,1,1,51,51,19,18
853,853,0,1,1,1,1,52,52,20,19
854,854,0,1,1,1,1,53,53,21,20
855,855,0,1,1,1,1,54,54,22,21
856,856,0,1,1,1,1,55,55,23,22
857,857,0,1,1,1,1,56,56,24,23
858,858,0,1,1,1,1,57,57,25,24
859,859,0,1,1,1,1,58,58,26,25
860,860,0,1,1,1,1,59,59,27,26
861,861,0,1,1,1,1,60,60,28,27
862,862,0,1,1,1,1,61,61,29,28
863,863,0,1,1,1,1,62,62,30,29
864,864,0,1,1,1,1,63,63,31,30
865,865,0,1,1,1,1,0,0,32,31
866,866,0,1,1,1,1,1,1,33,32
867,867,0,1,1,1,1,2,2,34,33
868,868,0,1,1,1,1,3,3,35,34
869,869,0,1,1,1,1,4,4,36,35
870,870,0,1,1,1,1,5,5,37,36
871,871,0,1,1,1,1,6,6,38,37
872,872,0,1,1,1,1,7,7,39,38
873,873,0,1,1,1,1,8,8,40,39
874,874,0,1,1,1,1,9,9,41,40
875,875,0,1,1,1,1,10,10,42,41
876,876,0,1,1,1,1,11,11,43,42
877,877,0,1,1,1,1,12,12,44,43
878,878,0,1,1,1,1,13,13,45,44
879,879,0,1,1,1,1,14,14,46,45
880,880,0,1,1,1,1,15,15,47,46
881,881,0,1,1,1,1,16,16,48,47
882,882,0,1,1,1,1,17,17,49,48
883,883,0,1,1,1,1,18,18,50,49
884,884,0,1,1,1,1,19,19,51,50
885,885,0,1,1,1,1,20,20,52,51
886,886,0,1,1,1,1,21,21,53,52
887,887,0,1,1,1,1,22,22,54,53
888,888,0,1,1,1,1,23,23,55,54
889,889,0,1,1,1,1,24,24,56,55
890,890,0,1,1,1,1,25,25,57,56
891,891,0,1,1,1,1,26,26,58,57
892,892,0,1,1,1,1,27,27,59,58
893,893,0,1,1,1,1,28,28,60,59
894,894,0,1,1,1,1,29,29,61,60
895,895,0,1,1,1,1,30,30,62,61
896,896,0,1,1,1,1,31,31,63,62
897,897,0,1,1,1,1,32,32,0,63
898,898,0,1,1,1,1,33,33,1,0
899,899,0,1,1,1,1,34,34,2,1
900,900,0,1,1,1,1,35,35,3,2
901,901,0,1,1,1,1,36,36,4,3
902,902,0,1,1,1,1,37,37,5,4
903,903,0,1,1,1,1,38,38,6,5
904,904,0,1,1,1,1,39,39,7,6
905,905,0,1,1,1,1,40,40,8,7
906,906,0,1,1,1,1,41,41,9,8
907,907,0,1,1,1,1,42,42,10,9
908,908,0,1,1,1,1,43,43,11,10
909,909,0,1,1,1,1,44,44,12,11
910,910,0,1,1,1,1,45,45,13,12
911,911,0,1,1,1,1,46,46,14,13
912,912,0,1,1,1,1,47,47,15,14
913,913,0,1,1,1,1,48,48,16,15
914,914,0,1,1,1,1,49,49,17,16
915,915,0,1,1,1,1,50,50,18,17
916,916,0,1,1,1,1,51,51,19,18
917,917,0,1,1,1,1,52,52,20,19
918,918,0,1,1,1,1,53,53,21,20
919,919,0,1,1,1,1,54,54,22,21
920,920,0,1,1,1,1,55,55,23,22
921,921,0,1,1,1,1,56,56,24,23
922,922,0,1,1,1,1,57,57,25,24
923,923,0,1,1,1,1,58,58,26,25
924,924,0,1,1,1,1,59,59,27,26
925,925,0,1,1,1,1,60,60,28,27
926,926,0,1,1,1,1,61,61,29,28
927,927,0,1,1,1,1,62,62,30,29
928,928,0,1,1,1,1,63,63,31,30
929,929,0,1,1,1,1,0,0,32,31
930,930,0,1,1,1,1,1,1,33,32
931,931,0,1,1,1,1,2,2,34,33
932,932,0,1,1,1,1,3,3,35,34
933,933,0,1,1,1,1,4,4,36,35
934,934,0,1,1,1,1,5,5,37,36
935,935,0,1,1,1,1,6,6,38,37
936,936,0,1,1,1,1,7,7,39,38
937,937,0,1,1,1,1,8,8,40,39
938,938,0,1,1,1,1,9,9,41,40
939,939,0,1,1,1,1,10,10,42,41
940,940,0,1,1,1,1,11,11,43,42
941,941,0,1,1,1,1,12,12,44,43
942,942,0,1,1,1,1,13,13,45,44
943,943,0,1,1,1,1,14,14,46,45
944,944,0,1,1,1,1,15,15,47,46
945,945,0,1,1,1,1,16,16,48,47
946,946,0,1,1,1,1,17,17,49,48
947,947,0,1,1,1,1,18,18,50,49
948,948,0,1,1,1,1,19,19,51,50
949,949,0,1,1,1,1,20,20,52,51
950,950,0,1,1,1,1,21,21,53,52
951,951,0,1,1,1,1,22,22,54,53
952,952,0,1,1,1,1,23,23,55,54
953,953,0,1,1,1,1,24,24,56,55
954,954,0,1,1,1,1,25,25,57,56
955,955,0,1,1,1,1,26,26,58,57
956,956,0,1,1,1,1,27,27,59,58
957,957,0,1,1,1,1,28,28,60,59
958,958,0,1,1,1,1,29,29,61,60
959,959,0,1,1,1,1,30,30,62,61
960,960,0,1,1,1,1,31,31,63,62
961,961,0,1,1,1,1,32,32,0,63
962,962,0,1,1,1,1,33,33,1,0
963,963,0,1,1,1,1,34,34,2,1
964,964,0,1,1,1,1,35,35,3,2
965,965,0,1,1,1,1,36,36,4,3
966,966,0,1,1,1,1,37,37,5,4
967,967,0,1,1,1,1,38,38,6,5
968,968,0,1,1,1,1,39,39,7,6
969,969,0,1,1,1,1,40,40,8,7
970,970,0,1,1,1,1,41,41,9,8
971,971,0,1,1,1,1,42,42,10,9
972,972,0,1,1,1,1,43,43,11,10
973,973,0,1,1,1,1,44,44,12,11
974,974,0,1,1,1,1,45,45,13,12
975,975,0,1,1,1,1,46,46,14,13
976,976,0,1,1,1,1,47,47,15,14
977,977,0,1,1,1,1,48,48,16,15
978,978,0,1,1,1,1,49,49,17,16
979,979,0,1,1,1,1,50,50,18,17
980,980,0,1,1,1,1,51,51,19,18
981,981,0,1,1,1,1,52,52,20,19
982,982,0,1,1,1,1,53,53,21,20
983,983,0,1,1,1,1,54,54,22,21
984,984,0,1,1,1,1,55,55,23,22
985,985,0,1,1,1,1,56,56,24,23
986,986,0,1,1,1,1,57,57,25,24
987,987,0,1,1,1,1,58,58,26,25
988,988,0,1,1,1,1,59,59,27,26
989,989,0,1,1,1,1,60,60,28,27
990,990,0,1,1,1,1,61,61,29,28
991,991,0,1,1,1,1,62,62,30,29
992,992,0,1,1,1,1,63,63,31,30
993,993,0,1,1,1,1,0,0,32,31
994,994,0,1,1,1,1,1,1,33,32
995,995,0,1,1,1,1,2,2,34,33
996,996,0,1,1,1,1,3,3,35,34
997,997,0,1,1,1,1,4,4,36,35
998,998,0,1,1,1,1,5,5,37,36
999,999,0,1,1,1,1,6,6,38,37
1000,1000,0,1,1,1,1,7,7,39,38
1001,1001,0,1,1,1,1,8,8,40,39
1002,1002,0,1,1,1,1,9,9,41,40
1003,1003,0,1,1,1,1,10,10,42,41
1004,1004,0,1,1,1,1,11,11,43,42
1005,1005,0,1,1,1,1,12,12,44,43
1006,1006,0,1,1,1,1,13,13,45,44
1007,1007,0,1,1,1,1,14,14,46,45
1008,1008,0,1,1,1,1,15,15,47,46
1009,1009,0,1,1,1,1,16,16,48,47
1010,1010,0,1,1,1,1,17,17,49,48
1011,1011,0,1,1,1,1,18,18,50,49
1012,1012,0,1,1,1,1,19,19,51,50
1013,1013,0,1,1,1,1,20,20,52,51
1014,1014,0,1,1,1,1,21,21,53,52
1015,1015,0,1,1,1,1,22,22,54,53
1016,1016,0,1,1,1,1,23,23,55,54
1017,1017,0,1,1,1,1,24,24,56,55
1018,1018,0,1,1,1,1,25,25,57,56
1019,1019,0,1,1,1,1,26,26,58,57
1020,1020,0,1,1,1,1,27,27,59,58
1021,1021,0,1,1,1,1,28,28,60,59
1022,1022,0,1,1,1,1,29,29,61,60
1023,1023,0,1,1,1,1,30,30,62,61
